date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice
2006-01-15,Coast,Mombasa,Mombasa,191,-4.05,39.67,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,16.13,0.22
2024-07-15,Eastern,Makueni,Kathonzweni (Makueni),5666,-1.91,37.73,cereals and tubers,"Maize (white, dry)",440,90 KG,actual,Wholesale,KES,3150,24.37
2024-07-15,Eastern,Makueni,Kathonzweni (Makueni),5666,-1.91,37.73,cereals and tubers,"Potatoes (Irish, red)",890,50 KG,actual,Wholesale,KES,2934,22.7
2024-07-15,Eastern,Makueni,Kathonzweni (Makueni),5666,-1.91,37.73,pulses and nuts,Beans (dolichos),896,90 KG,actual,Wholesale,KES,4500,34.82
2024-07-15,Eastern,Makueni,Kathonzweni (Makueni),5666,-1.91,37.73,pulses and nuts,Cowpeas,218,90 KG,actual,Wholesale,KES,6300,48.74
2024-07-15,Eastern,Makueni,Kathonzweni (Makueni),5666,-1.91,37.73,vegetables and fruits,Cabbage,181,126 KG,actual,Wholesale,KES,4788,37.04
2024-07-15,Eastern,Makueni,Kathonzweni (Makueni),5666,-1.91,37.73,vegetables and fruits,Onions (dry),892,13 KG,actual,Wholesale,KES,1127,8.72
2024-07-15,Eastern,Makueni,Kathonzweni (Makueni),5666,-1.91,37.73,vegetables and fruits,Tomatoes,114,64 KG,actual,Wholesale,KES,3563,27.57
2024-07-15,Nairobi,Nairobi,Kangemi (Nairobi),4626,-1.27,36.74,cereals and tubers,"Maize (white, dry)",440,90 KG,actual,Wholesale,KES,3500,27.08
2024-07-15,Nairobi,Nairobi,Kangemi (Nairobi),4626,-1.27,36.74,cereals and tubers,"Potatoes (Irish, white)",891,50 KG,actual,Wholesale,KES,2500,19.34
2024-07-15,Nairobi,Nairobi,Kangemi (Nairobi),4626,-1.27,36.74,cereals and tubers,Rice (aromatic),894,50 KG,actual,Wholesale,KES,7833,60.6
2024-07-15,Nairobi,Nairobi,Kangemi (Nairobi),4626,-1.27,36.74,pulses and nuts,Beans (dolichos),896,90 KG,actual,Wholesale,KES,10442,80.79
2024-07-15,Nairobi,Nairobi,Kangemi (Nairobi),4626,-1.27,36.74,pulses and nuts,Beans (rosecoco),897,90 KG,actual,Wholesale,KES,8333,64.47
2024-07-15,Nairobi,Nairobi,Kangemi (Nairobi),4626,-1.27,36.74,pulses and nuts,Beans (yellow),889,90 KG,actual,Wholesale,KES,10700,82.79
2024-07-15,Nairobi,Nairobi,Kangemi (Nairobi),4626,-1.27,36.74,pulses and nuts,Cowpeas,218,90 KG,actual,Wholesale,KES,8180,63.29
2024-07-15,Nairobi,Nairobi,Kangemi (Nairobi),4626,-1.27,36.74,vegetables and fruits,Cabbage,181,126 KG,actual,Wholesale,KES,1260,9.75
2024-07-15,Nairobi,Nairobi,Kangemi (Nairobi),4626,-1.27,36.74,vegetables and fruits,Onions (dry),892,13 KG,actual,Wholesale,KES,748,5.79
2024-07-15,Nairobi,Nairobi,Kangemi (Nairobi),4626,-1.27,36.74,vegetables and fruits,Tomatoes,114,64 KG,actual,Wholesale,KES,3413.33,26.41
2024-07-15,Nairobi,Nairobi,Wakulima (Nairobi),5698,-1.29,36.83,cereals and tubers,"Potatoes (Irish, red)",890,50 KG,actual,Wholesale,KES,3250,25.15
2024-07-15,Nairobi,Nairobi,Wakulima (Nairobi),5698,-1.29,36.83,cereals and tubers,"Potatoes (Irish, white)",891,50 KG,actual,Wholesale,KES,2322,17.97
2024-07-15,Nairobi,Nairobi,Wakulima (Nairobi),5698,-1.29,36.83,vegetables and fruits,Cabbage,181,126 KG,actual,Wholesale,KES,4850,37.52
2024-07-15,Nairobi,Nairobi,Wakulima (Nairobi),5698,-1.29,36.83,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1650,12.77
2024-07-15,Nairobi,Nairobi,Wakulima (Nairobi),5698,-1.29,36.83,vegetables and fruits,Tomatoes,114,64 KG,actual,Wholesale,KES,3883,30.04
2024-07-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,"Maize (white, dry)",440,90 KG,actual,Wholesale,KES,3825,29.59
2024-07-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,"Potatoes (Irish, white)",891,50 KG,actual,Wholesale,KES,3125,24.18
2024-07-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,pulses and nuts,Beans (yellow),889,90 KG,actual,Wholesale,KES,15525,120.12
2024-07-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Cabbage,181,126 KG,actual,Wholesale,KES,4883,37.78
2024-07-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1500,11.61
2024-07-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Onions (dry),892,13 KG,actual,Wholesale,KES,1116,8.63
2024-07-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Tomatoes,114,64 KG,actual,Wholesale,KES,5724.33,44.29
2024-08-15,Eastern,Makueni,Kathonzweni (Makueni),5666,-1.91,37.73,cereals and tubers,"Maize (white, dry)",440,90 KG,actual,Wholesale,KES,3150,24.42
2024-08-15,Eastern,Makueni,Kathonzweni (Makueni),5666,-1.91,37.73,cereals and tubers,"Potatoes (Irish, red)",890,50 KG,actual,Wholesale,KES,3500,27.13
2024-08-15,Eastern,Makueni,Kathonzweni (Makueni),5666,-1.91,37.73,pulses and nuts,Beans (dolichos),896,90 KG,actual,Wholesale,KES,4500,34.88
2024-08-15,Eastern,Makueni,Kathonzweni (Makueni),5666,-1.91,37.73,pulses and nuts,Cowpeas,218,90 KG,actual,Wholesale,KES,4500,34.88
2024-08-15,Eastern,Makueni,Kathonzweni (Makueni),5666,-1.91,37.73,vegetables and fruits,Cabbage,181,126 KG,actual,Wholesale,KES,3465,26.86
2024-08-15,Eastern,Makueni,Kathonzweni (Makueni),5666,-1.91,37.73,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1500,11.63
2024-08-15,Eastern,Makueni,Kathonzweni (Makueni),5666,-1.91,37.73,vegetables and fruits,Onions (dry),892,13 KG,actual,Wholesale,KES,867,6.72
2024-08-15,Eastern,Makueni,Kathonzweni (Makueni),5666,-1.91,37.73,vegetables and fruits,Tomatoes,114,64 KG,actual,Wholesale,KES,1920,14.88
2024-08-15,Nairobi,Nairobi,Wakulima (Nairobi),5698,-1.29,36.83,cereals and tubers,"Potatoes (Irish, white)",891,50 KG,actual,Wholesale,KES,2586,20.05
2024-08-15,Nairobi,Nairobi,Wakulima (Nairobi),5698,-1.29,36.83,vegetables and fruits,Cabbage,181,126 KG,actual,Wholesale,KES,4087,31.68
2024-08-15,Nairobi,Nairobi,Wakulima (Nairobi),5698,-1.29,36.83,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1667,12.92
2024-08-15,Nairobi,Nairobi,Wakulima (Nairobi),5698,-1.29,36.83,vegetables and fruits,Onions (dry),892,13 KG,actual,Wholesale,KES,718,5.57
2024-08-15,Nairobi,Nairobi,Wakulima (Nairobi),5698,-1.29,36.83,vegetables and fruits,Tomatoes,114,64 KG,actual,Wholesale,KES,2743,21.26
2024-08-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,"Maize (white, dry)",440,90 KG,actual,Wholesale,KES,3787,29.36
2024-08-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,"Potatoes (Irish, white)",891,50 KG,actual,Wholesale,KES,3225,25
2024-08-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Rice (aromatic),894,50 KG,actual,Wholesale,KES,9500,73.64
2024-08-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,pulses and nuts,Beans (yellow),889,90 KG,actual,Wholesale,KES,15750,122.09
2024-08-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Cabbage,181,126 KG,actual,Wholesale,KES,4200,32.56
2024-08-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1750,13.57
2024-08-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Onions (dry),892,13 KG,actual,Wholesale,KES,780,6.05
2024-08-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Tomatoes,114,64 KG,actual,Wholesale,KES,2720,21.09
2024-09-15,Coast,Tana River,Adele Center,10441,-0.47,39.61,cereals and tubers,Maize flour (white),134,KG,actual,Retail,KES,70,0.54
2024-09-15,Coast,Tana River,Adele Center,10441,-0.47,39.61,cereals and tubers,Rice (aromatic),894,KG,actual,Retail,KES,120,0.93
2024-09-15,Coast,Tana River,Adele Center,10441,-0.47,39.61,cereals and tubers,Wheat flour,58,KG,actual,Retail,KES,100,0.78
2024-09-15,Coast,Tana River,Adele Center,10441,-0.47,39.61,miscellaneous food,Salt,185,200 G,actual,Retail,KES,10,0.078
2024-09-15,Coast,Tana River,Adele Center,10441,-0.47,39.61,miscellaneous food,Sugar,97,KG,actual,Retail,KES,140,1.09
2024-09-15,Coast,Tana River,Adele Center,10441,-0.47,39.61,pulses and nuts,Beans,50,KG,actual,Retail,KES,160,1.24
2024-09-15,Coast,Tana River,Bangale,10438,-0.72,39.02,cereals and tubers,Maize flour (white),134,KG,actual,Retail,KES,75,0.58
2024-09-15,Coast,Tana River,Bangale,10438,-0.72,39.02,cereals and tubers,Rice (aromatic),894,KG,actual,Retail,KES,125,0.97
2024-09-15,Coast,Tana River,Bangale,10438,-0.72,39.02,cereals and tubers,Wheat flour,58,KG,actual,Retail,KES,100,0.78
2024-09-15,Coast,Tana River,Bangale,10438,-0.72,39.02,milk and dairy,"Milk (cow, pasteurized)",472,L,actual,Retail,KES,110,0.85
2024-09-15,Coast,Tana River,Bangale,10438,-0.72,39.02,miscellaneous food,Salt,185,200 G,actual,Retail,KES,12,0.093
2024-09-15,Coast,Tana River,Bangale,10438,-0.72,39.02,miscellaneous food,Sugar,97,KG,actual,Retail,KES,135,1.05
2024-09-15,Coast,Tana River,Bangale,10438,-0.72,39.02,oil and fats,"Oil (vegetable, fortified)",494,L,actual,Retail,KES,305,2.37
2024-09-15,Coast,Tana River,Bangale,10438,-0.72,39.02,pulses and nuts,Beans,50,KG,actual,Retail,KES,156,1.21
2024-09-15,Coast,Tana River,Bangale,10438,-0.72,39.02,pulses and nuts,Cowpeas (dry),901,KG,actual,Retail,KES,130,1.01
2024-09-15,Coast,Tana River,Bilbil,10439,-1.01,39.79,cereals and tubers,Maize flour (white),134,KG,actual,Retail,KES,71,0.55
2024-09-15,Coast,Tana River,Bilbil,10439,-1.01,39.79,cereals and tubers,Rice (aromatic),894,KG,actual,Retail,KES,121,0.94
2024-09-15,Coast,Tana River,Bilbil,10439,-1.01,39.79,cereals and tubers,Wheat flour,58,KG,actual,Retail,KES,99,0.77
2024-09-15,Coast,Tana River,Bilbil,10439,-1.01,39.79,milk and dairy,"Milk (cow, pasteurized)",472,L,actual,Retail,KES,134,1.04
2024-09-15,Coast,Tana River,Bilbil,10439,-1.01,39.79,miscellaneous food,Salt,185,200 G,actual,Retail,KES,10,0.078
2024-09-15,Coast,Tana River,Bilbil,10439,-1.01,39.79,miscellaneous food,Sugar,97,KG,actual,Retail,KES,138,1.07
2024-09-15,Coast,Tana River,Bilbil,10439,-1.01,39.79,oil and fats,"Oil (vegetable, fortified)",494,L,actual,Retail,KES,272,2.11
2024-09-15,Coast,Tana River,Bilbil,10439,-1.01,39.79,pulses and nuts,Beans,50,KG,actual,Retail,KES,157,1.22
2024-09-15,Coast,Tana River,Boka,10440,-0.34,38.78,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,80,0.62
2024-09-15,Coast,Tana River,Boka,10440,-0.34,38.78,cereals and tubers,Maize flour (white),134,KG,actual,Retail,KES,76,0.59
2024-09-15,Coast,Tana River,Boka,10440,-0.34,38.78,cereals and tubers,Rice (aromatic),894,KG,actual,Retail,KES,136,1.06
2024-09-15,Coast,Tana River,Boka,10440,-0.34,38.78,cereals and tubers,Wheat flour,58,KG,actual,Retail,KES,105,0.82
2024-09-15,Coast,Tana River,Boka,10440,-0.34,38.78,milk and dairy,"Milk (cow, pasteurized)",472,L,actual,Retail,KES,130,1.01
2024-09-15,Coast,Tana River,Boka,10440,-0.34,38.78,miscellaneous food,Salt,185,200 G,actual,Retail,KES,12,0.093
2024-09-15,Coast,Tana River,Boka,10440,-0.34,38.78,miscellaneous food,Sugar,97,KG,actual,Retail,KES,140,1.09
2024-09-15,Coast,Tana River,Boka,10440,-0.34,38.78,oil and fats,"Oil (vegetable, fortified)",494,L,actual,Retail,KES,306,2.38
2024-09-15,Coast,Tana River,Boka,10440,-0.34,38.78,pulses and nuts,Beans,50,KG,actual,Retail,KES,164,1.27
2024-09-15,Coast,Tana River,Bura,10442,-1.19,39.84,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,80,0.62
2024-09-15,Coast,Tana River,Bura,10442,-1.19,39.84,cereals and tubers,Maize flour (white),134,KG,actual,Retail,KES,71,0.55
2024-09-15,Coast,Tana River,Bura,10442,-1.19,39.84,cereals and tubers,Rice (aromatic),894,KG,actual,Retail,KES,122,0.95
2024-09-15,Coast,Tana River,Bura,10442,-1.19,39.84,cereals and tubers,Wheat flour,58,KG,actual,Retail,KES,100,0.78
2024-09-15,Coast,Tana River,Bura,10442,-1.19,39.84,milk and dairy,"Milk (cow, pasteurized)",472,L,actual,Retail,KES,101,0.78
2024-09-15,Coast,Tana River,Bura,10442,-1.19,39.84,miscellaneous food,Salt,185,200 G,actual,Retail,KES,11,0.085
2024-09-15,Coast,Tana River,Bura,10442,-1.19,39.84,miscellaneous food,Sugar,97,KG,actual,Retail,KES,139,1.08
2024-09-15,Coast,Tana River,Bura,10442,-1.19,39.84,oil and fats,"Oil (vegetable, fortified)",494,L,actual,Retail,KES,271,2.1
2024-09-15,Coast,Tana River,Bura,10442,-1.19,39.84,pulses and nuts,Beans,50,KG,actual,Retail,KES,140,1.09
2024-09-15,Coast,Tana River,Bura,10442,-1.19,39.84,vegetables and fruits,Kale,796,KG,actual,Retail,KES,60,0.47
2024-09-15,Coast,Tana River,Bura,10442,-1.19,39.84,vegetables and fruits,Spinach,404,KG,actual,Retail,KES,70,0.54
2024-09-15,Coast,Tana River,Charidende,10443,-0.78,39.67,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,100,0.78
2024-09-15,Coast,Tana River,Charidende,10443,-0.78,39.67,cereals and tubers,Maize flour (white),134,KG,actual,Retail,KES,78,0.61
2024-09-15,Coast,Tana River,Charidende,10443,-0.78,39.67,cereals and tubers,Rice (aromatic),894,KG,actual,Retail,KES,128,0.99
2024-09-15,Coast,Tana River,Charidende,10443,-0.78,39.67,cereals and tubers,Wheat flour,58,KG,actual,Retail,KES,102,0.79
2024-09-15,Coast,Tana River,Charidende,10443,-0.78,39.67,milk and dairy,"Milk (cow, pasteurized)",472,L,actual,Retail,KES,144,1.12
2024-09-15,Coast,Tana River,Charidende,10443,-0.78,39.67,miscellaneous food,Salt,185,200 G,actual,Retail,KES,11,0.085
2024-09-15,Coast,Tana River,Charidende,10443,-0.78,39.67,miscellaneous food,Sugar,97,KG,actual,Retail,KES,143,1.11
2024-09-15,Coast,Tana River,Charidende,10443,-0.78,39.67,oil and fats,"Oil (vegetable, fortified)",494,L,actual,Retail,KES,308,2.39
2024-09-15,Coast,Tana River,Charidende,10443,-0.78,39.67,pulses and nuts,Beans,50,KG,actual,Retail,KES,151,1.17
2024-09-15,Coast,Tana River,Garsen,10448,-2.27,40.11,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,86.5,0.67
2024-09-15,Coast,Tana River,Garsen,10448,-2.27,40.11,cereals and tubers,Maize flour (white),134,KG,actual,Retail,KES,66,0.51
2024-09-15,Coast,Tana River,Garsen,10448,-2.27,40.11,cereals and tubers,Rice (aromatic),894,KG,actual,Retail,KES,114,0.89
2024-09-15,Coast,Tana River,Garsen,10448,-2.27,40.11,cereals and tubers,Wheat flour,58,KG,actual,Retail,KES,91,0.71
2024-09-15,Coast,Tana River,Garsen,10448,-2.27,40.11,milk and dairy,"Milk (cow, pasteurized)",472,L,actual,Retail,KES,115.5,0.9
2024-09-15,Coast,Tana River,Garsen,10448,-2.27,40.11,miscellaneous food,Salt,185,200 G,actual,Retail,KES,10,0.078
2024-09-15,Coast,Tana River,Garsen,10448,-2.27,40.11,miscellaneous food,Sugar,97,KG,actual,Retail,KES,128,0.99
2024-09-15,Coast,Tana River,Garsen,10448,-2.27,40.11,oil and fats,"Oil (vegetable, fortified)",494,L,actual,Retail,KES,299,2.32
2024-09-15,Coast,Tana River,Garsen,10448,-2.27,40.11,pulses and nuts,Beans,50,KG,actual,Retail,KES,150.5,1.17
2024-09-15,Coast,Tana River,Garsen,10448,-2.27,40.11,pulses and nuts,Pigeon peas (dry),937,KG,actual,Retail,KES,120,0.93
2024-09-15,Coast,Tana River,Garsen,10448,-2.27,40.11,vegetables and fruits,Kale,796,KG,actual,Retail,KES,70,0.54
2024-09-15,Coast,Tana River,Garsen,10448,-2.27,40.11,vegetables and fruits,Spinach,404,KG,actual,Retail,KES,95,0.74
2024-09-15,Coast,Tana River,Hola town,3359,-1.5,40.03,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,80,0.62
2024-09-15,Coast,Tana River,Hola town,3359,-1.5,40.03,cereals and tubers,Maize flour (white),134,KG,actual,Retail,KES,80,0.62
2024-09-15,Coast,Tana River,Hola town,3359,-1.5,40.03,cereals and tubers,Rice (aromatic),894,KG,actual,Retail,KES,120,0.93
2024-09-15,Coast,Tana River,Hola town,3359,-1.5,40.03,cereals and tubers,Wheat flour,58,KG,actual,Retail,KES,97,0.75
2024-09-15,Coast,Tana River,Hola town,3359,-1.5,40.03,milk and dairy,"Milk (cow, pasteurized)",472,L,actual,Retail,KES,128,0.99
2024-09-15,Coast,Tana River,Hola town,3359,-1.5,40.03,miscellaneous food,Salt,185,200 G,actual,Retail,KES,10,0.078
2024-09-15,Coast,Tana River,Hola town,3359,-1.5,40.03,miscellaneous food,Sugar,97,KG,actual,Retail,KES,149,1.16
2024-09-15,Coast,Tana River,Hola town,3359,-1.5,40.03,oil and fats,"Oil (vegetable, fortified)",494,L,actual,Retail,KES,228,1.77
2024-09-15,Coast,Tana River,Hola town,3359,-1.5,40.03,pulses and nuts,Beans,50,KG,actual,Retail,KES,172,1.34
2024-09-15,Coast,Tana River,Hola town,3359,-1.5,40.03,pulses and nuts,Cowpeas (dry),901,KG,actual,Retail,KES,100,0.78
2024-09-15,Coast,Tana River,Hola town,3359,-1.5,40.03,pulses and nuts,Pigeon peas (dry),937,KG,actual,Retail,KES,180,1.4
2024-09-15,Coast,Tana River,Hola town,3359,-1.5,40.03,vegetables and fruits,Kale,796,KG,actual,Retail,KES,65,0.5
2024-09-15,Coast,Tana River,Kipini,10450,-2.53,40.53,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,53,0.41
2024-09-15,Coast,Tana River,Kipini,10450,-2.53,40.53,cereals and tubers,Maize flour (white),134,KG,actual,Retail,KES,69,0.54
2024-09-15,Coast,Tana River,Kipini,10450,-2.53,40.53,cereals and tubers,Rice (aromatic),894,KG,actual,Retail,KES,116,0.9
2024-09-15,Coast,Tana River,Kipini,10450,-2.53,40.53,cereals and tubers,Wheat flour,58,KG,actual,Retail,KES,92,0.71
2024-09-15,Coast,Tana River,Kipini,10450,-2.53,40.53,milk and dairy,"Milk (cow, pasteurized)",472,L,actual,Retail,KES,126,0.98
2024-09-15,Coast,Tana River,Kipini,10450,-2.53,40.53,miscellaneous food,Salt,185,200 G,actual,Retail,KES,10,0.078
2024-09-15,Coast,Tana River,Kipini,10450,-2.53,40.53,miscellaneous food,Sugar,97,KG,actual,Retail,KES,123,0.96
2024-09-15,Coast,Tana River,Kipini,10450,-2.53,40.53,oil and fats,"Oil (vegetable, fortified)",494,L,actual,Retail,KES,247,1.92
2024-09-15,Coast,Tana River,Kipini,10450,-2.53,40.53,pulses and nuts,Beans,50,KG,actual,Retail,KES,117,0.91
2024-09-15,Coast,Tana River,Makere,10445,-1.33,40.01,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,77,0.6
2024-09-15,Coast,Tana River,Makere,10445,-1.33,40.01,cereals and tubers,Maize flour (white),134,KG,actual,Retail,KES,75,0.58
2024-09-15,Coast,Tana River,Makere,10445,-1.33,40.01,cereals and tubers,Rice (aromatic),894,KG,actual,Retail,KES,120,0.93
2024-09-15,Coast,Tana River,Makere,10445,-1.33,40.01,cereals and tubers,Wheat flour,58,KG,actual,Retail,KES,101,0.78
2024-09-15,Coast,Tana River,Makere,10445,-1.33,40.01,milk and dairy,"Milk (cow, pasteurized)",472,L,actual,Retail,KES,175,1.36
2024-09-15,Coast,Tana River,Makere,10445,-1.33,40.01,miscellaneous food,Salt,185,200 G,actual,Retail,KES,10,0.078
2024-09-15,Coast,Tana River,Makere,10445,-1.33,40.01,miscellaneous food,Sugar,97,KG,actual,Retail,KES,145,1.13
2024-09-15,Coast,Tana River,Makere,10445,-1.33,40.01,oil and fats,"Oil (vegetable, fortified)",494,L,actual,Retail,KES,285,2.21
2024-09-15,Coast,Tana River,Makere,10445,-1.33,40.01,pulses and nuts,Beans,50,KG,actual,Retail,KES,154,1.2
2024-09-15,Coast,Tana River,Makere,10445,-1.33,40.01,pulses and nuts,Cowpeas (dry),901,KG,actual,Retail,KES,120,0.93
2024-09-15,Coast,Tana River,Masalani,10366,-1.7,40.17,cereals and tubers,Maize flour (white),134,KG,actual,Retail,KES,88,0.68
2024-09-15,Coast,Tana River,Masalani,10366,-1.7,40.17,cereals and tubers,Rice (aromatic),894,KG,actual,Retail,KES,133,1.03
2024-09-15,Coast,Tana River,Masalani,10366,-1.7,40.17,cereals and tubers,Wheat flour,58,KG,actual,Retail,KES,98,0.76
2024-09-15,Coast,Tana River,Masalani,10366,-1.7,40.17,miscellaneous food,Sugar,97,KG,actual,Retail,KES,138,1.07
2024-09-15,Coast,Tana River,Masalani,10366,-1.7,40.17,pulses and nuts,Beans,50,KG,actual,Retail,KES,153,1.19
2024-09-15,Coast,Tana River,Minjila,10449,-2.32,40.11,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,80,0.62
2024-09-15,Coast,Tana River,Minjila,10449,-2.32,40.11,cereals and tubers,Maize flour (white),134,KG,actual,Retail,KES,62,0.48
2024-09-15,Coast,Tana River,Minjila,10449,-2.32,40.11,cereals and tubers,Rice (aromatic),894,KG,actual,Retail,KES,118,0.92
2024-09-15,Coast,Tana River,Minjila,10449,-2.32,40.11,cereals and tubers,Wheat flour,58,KG,actual,Retail,KES,94,0.73
2024-09-15,Coast,Tana River,Minjila,10449,-2.32,40.11,milk and dairy,"Milk (cow, pasteurized)",472,L,actual,Retail,KES,126,0.98
2024-09-15,Coast,Tana River,Minjila,10449,-2.32,40.11,miscellaneous food,Salt,185,200 G,actual,Retail,KES,10,0.078
2024-09-15,Coast,Tana River,Minjila,10449,-2.32,40.11,miscellaneous food,Sugar,97,KG,actual,Retail,KES,130,1.01
2024-09-15,Coast,Tana River,Minjila,10449,-2.32,40.11,oil and fats,"Oil (vegetable, fortified)",494,L,actual,Retail,KES,277,2.15
2024-09-15,Coast,Tana River,Minjila,10449,-2.32,40.11,pulses and nuts,Beans,50,KG,actual,Retail,KES,153,1.19
2024-09-15,Coast,Tana River,Minjila,10449,-2.32,40.11,vegetables and fruits,Kale,796,KG,actual,Retail,KES,50,0.39
2024-09-15,Coast,Tana River,Minjila,10449,-2.32,40.11,vegetables and fruits,Spinach,404,KG,actual,Retail,KES,57,0.44
2024-09-15,Coast,Tana River,Saka Town,10353,-0.14,39.33,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,100,0.78
2024-09-15,Coast,Tana River,Saka Town,10353,-0.14,39.33,cereals and tubers,Maize flour (white),134,KG,actual,Retail,KES,78,0.61
2024-09-15,Coast,Tana River,Saka Town,10353,-0.14,39.33,cereals and tubers,Rice (aromatic),894,KG,actual,Retail,KES,170,1.32
2024-09-15,Coast,Tana River,Saka Town,10353,-0.14,39.33,cereals and tubers,Wheat flour,58,KG,actual,Retail,KES,100,0.78
2024-09-15,Coast,Tana River,Saka Town,10353,-0.14,39.33,milk and dairy,"Milk (cow, pasteurized)",472,L,actual,Retail,KES,60,0.47
2024-09-15,Coast,Tana River,Saka Town,10353,-0.14,39.33,miscellaneous food,Salt,185,200 G,actual,Retail,KES,10,0.078
2024-09-15,Coast,Tana River,Saka Town,10353,-0.14,39.33,miscellaneous food,Sugar,97,KG,actual,Retail,KES,133,1.03
2024-09-15,Coast,Tana River,Saka Town,10353,-0.14,39.33,oil and fats,"Oil (vegetable, fortified)",494,L,actual,Retail,KES,287,2.23
2024-09-15,Coast,Tana River,Saka Town,10353,-0.14,39.33,pulses and nuts,Beans,50,KG,actual,Retail,KES,140,1.09
2024-09-15,Coast,Tana River,Tarasaa,10451,-2.44,40.17,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,60,0.47
2024-09-15,Coast,Tana River,Tarasaa,10451,-2.44,40.17,cereals and tubers,Maize flour (white),134,KG,actual,Retail,KES,63,0.49
2024-09-15,Coast,Tana River,Tarasaa,10451,-2.44,40.17,cereals and tubers,Rice (aromatic),894,KG,actual,Retail,KES,120,0.93
2024-09-15,Coast,Tana River,Tarasaa,10451,-2.44,40.17,cereals and tubers,Wheat flour,58,KG,actual,Retail,KES,90,0.7
2024-09-15,Coast,Tana River,Tarasaa,10451,-2.44,40.17,milk and dairy,"Milk (cow, pasteurized)",472,L,actual,Retail,KES,146,1.13
2024-09-15,Coast,Tana River,Tarasaa,10451,-2.44,40.17,miscellaneous food,Salt,185,200 G,actual,Retail,KES,10,0.078
2024-09-15,Coast,Tana River,Tarasaa,10451,-2.44,40.17,miscellaneous food,Sugar,97,KG,actual,Retail,KES,133,1.03
2024-09-15,Coast,Tana River,Tarasaa,10451,-2.44,40.17,oil and fats,"Oil (vegetable, fortified)",494,L,actual,Retail,KES,293,2.28
2024-09-15,Coast,Tana River,Tarasaa,10451,-2.44,40.17,pulses and nuts,Beans,50,KG,actual,Retail,KES,126,0.98
2024-09-15,Coast,Tana River,Tarasaa,10451,-2.44,40.17,vegetables and fruits,Kale,796,KG,actual,Retail,KES,65,0.5
2024-09-15,Coast,Tana River,Waldena,10446,-1.61,39.03,cereals and tubers,"Maize (white, dry)",440,KG,actual,Retail,KES,70,0.54
2024-09-15,Coast,Tana River,Waldena,10446,-1.61,39.03,cereals and tubers,Maize flour (white),134,KG,actual,Retail,KES,73,0.57
2024-09-15,Coast,Tana River,Waldena,10446,-1.61,39.03,cereals and tubers,Rice (aromatic),894,KG,actual,Retail,KES,134,1.04
2024-09-15,Coast,Tana River,Waldena,10446,-1.61,39.03,cereals and tubers,Wheat flour,58,KG,actual,Retail,KES,105,0.82
2024-09-15,Coast,Tana River,Waldena,10446,-1.61,39.03,milk and dairy,"Milk (cow, pasteurized)",472,L,actual,Retail,KES,143,1.11
